iter	Logloss
226	0.3696155547
227	0.3693505016
228	0.3691821014
229	0.3690268393
230	0.3688925189
231	0.368795579
232	0.3685672688
233	0.3684411984
234	0.3682480172
235	0.3681573578
236	0.3680007001
237	0.3678459771
238	0.3677516453
239	0.3675586478
240	0.3673947889
241	0.3671662082
242	0.3670665615
243	0.3668299852
244	0.3667103272
245	0.3665400215
246	0.3664226601
247	0.366277703
248	0.3661970827
249	0.3661080527
250	0.3659231719
251	0.3658129633
252	0.3656927484
253	0.3654028045
254	0.365184432
255	0.3650361399
256	0.364872683
257	0.3646149741
258	0.3643880288
259	0.3641885633
260	0.36397905
261	0.3638635605
262	0.3637307882
263	0.363703187
264	0.3635400682
265	0.363402307
266	0.3632893498
267	0.363225545
268	0.3631066335
269	0.3629879655
270	0.3628847936
271	0.3628148852
272	0.362635031
273	0.3624957373
274	0.3623829578
275	0.3622367537
276	0.3621529144
277	0.3619757698
278	0.3618501702
279	0.3617649586
280	0.3616931804
281	0.3615756047
282	0.3614434072
283	0.3613426142
284	0.3611909222
285	0.3610750916
286	0.3609171391
287	0.3608065853
288	0.360671638
289	0.3605854131
290	0.3604455095
291	0.3602906142
292	0.3601451565
293	0.3600224807
294	0.3598562007
295	0.3597612669
296	0.359635977
297	0.3595017336
298	0.3593573139
299	0.3591504258
300	0.3590924799
301	0.3589288098
302	0.3587407673
303	0.3586407885
304	0.3584890476
305	0.3582805404
306	0.3581783793
307	0.3579682331
308	0.3578068628
309	0.3576615662
310	0.3575844902
311	0.3575252027
312	0.3573810476
313	0.3573421287
314	0.3571532826
315	0.3570088662
316	0.3568417899
317	0.3566935011
318	0.3565803552
319	0.3564522763
320	0.3563437546
321	0.3561877944
322	0.356100676
323	0.3559333816
324	0.3558061984
325	0.3557351689
326	0.3556473444
327	0.3555026908
328	0.3552238356
329	0.3551014226
330	0.3550146064
331	0.35492839
332	0.3548386191
333	0.3546443048
334	0.3545141248
335	0.3543466844
336	0.3542433236
337	0.3541145546
338	0.3540349358
339	0.3538360949
340	0.3538327212
341	0.3537498025
342	0.3535916865
343	0.3534553653
344	0.3533406501
345	0.3531817893
346	0.353061615
347	0.3529974248
348	0.3529030342
349	0.3527621252
350	0.3525934776
351	0.3524746099
352	0.3523188881
353	0.3520994896
354	0.3519901057
355	0.351892477
356	0.3517225579
357	0.3516394567
358	0.3514845196
359	0.3513443379
360	0.3511712254
361	0.351054923
362	0.3509820397
363	0.350866643
364	0.3507876843
365	0.3506935202
366	0.3505049437
367	0.3504131592
368	0.3502354331
369	0.3501258755
370	0.349927118
371	0.3497207944
372	0.3496251677
373	0.3495247039
374	0.3493407356
375	0.3492410992
376	0.3491500992
377	0.3490219337
378	0.348937294
379	0.3487639358
380	0.348642947
381	0.3485372316
382	0.3483731375
383	0.3482096978
384	0.3481834327
385	0.3480774714
386	0.3479375231
387	0.3477540203
388	0.3476912102
389	0.347651735
390	0.3474203826
391	0.3472990714
392	0.3471872341
393	0.347096545
394	0.3469766927
395	0.346860761
396	0.3467059827
397	0.346571664
398	0.3464776984
399	0.346423647
400	0.3463241416
401	0.3462340023
402	0.3460966082
403	0.3458647312
404	0.3457408974
405	0.3456526387
406	0.3455397941
407	0.3454300564
408	0.3452722008
409	0.3451792376
410	0.3450378822
411	0.3449655292
412	0.3448858308
413	0.3447831656
414	0.3445891581
415	0.3444193598
416	0.3442191979
417	0.3441439109
418	0.344016605
419	0.3439276172
420	0.3437832984
421	0.343563787
422	0.3433971097
423	0.3432504169
424	0.3431251659
425	0.3429893202
426	0.3428942309
427	0.3427859394
428	0.3426951973
429	0.3426134033
430	0.3425461962
431	0.342384056
432	0.3422758358
433	0.3421667232
434	0.3420272977
435	0.3419187633
436	0.3418129921
437	0.341727518
438	0.3415517036
439	0.3414475465
440	0.341352614
441	0.3412382119
442	0.3410719483
443	0.3409537008
444	0.3408744159
445	0.3407977196
446	0.3407659752
447	0.3406656284
448	0.3405615721
449	0.3403249776
450	0.3401766869
451	0.3400024813
452	0.3399126502
453	0.3397755524
454	0.3395966531
455	0.339453047
456	0.3393229052
457	0.3392279232
458	0.3391230299
459	0.3390267346
460	0.3388826295
461	0.3387538971
462	0.338603719
463	0.3384431748
464	0.3383495889
465	0.3382634426
466	0.3382055417
467	0.3381310848
468	0.3380102456
469	0.3378903535
470	0.3377605086
471	0.3376570336
472	0.3375589944
473	0.3373834743
474	0.3372712345
475	0.3371373408
476	0.3370283109
477	0.3367757782
478	0.3366534243
479	0.3365324175
480	0.3364560742
481	0.3363715166
482	0.3362229351
483	0.3361426581
484	0.336034078
485	0.3359454296
486	0.3357958131
487	0.3356490186
488	0.3354740022
489	0.3353376737
490	0.3352660303
491	0.3351637462
492	0.3349620753
493	0.3348320908
494	0.3346927756
495	0.3346022985
496	0.3344780449
497	0.3343564515
498	0.334186221
499	0.3340889924
500	0.3339777795
501	0.3338721916
502	0.3337334625
503	0.3336087274
504	0.3335181051
505	0.3334149262
506	0.3332393984
507	0.3331735588
508	0.3329971451
509	0.332833222
510	0.3326769765
511	0.3326082765
512	0.3325136056
513	0.3324448611
514	0.33230527
515	0.3322218117
516	0.3320860599
517	0.331966663
518	0.3318928572
519	0.3317444918
520	0.3316719871
521	0.3315887789
522	0.3314786201
523	0.3313476394
524	0.3312507054
525	0.3311938269
526	0.3310191838
527	0.3309253316
528	0.3308031752
529	0.3306858229
530	0.3305868165
531	0.3304162303
532	0.3303505786
533	0.3301929936
534	0.3301087002
535	0.3299457003
536	0.3298365235
537	0.3297316901
538	0.3296415726
539	0.3295450921
540	0.3294702171
541	0.3293146919
542	0.3291837122
543	0.329099709
544	0.3290182988
545	0.3288617933
546	0.3287323693
547	0.3285552127
548	0.3283668611
549	0.3281672277
550	0.3281083583
551	0.3279872445
552	0.3278072328
553	0.3277359394
554	0.3275932314
555	0.3274990232
556	0.3273387582
557	0.3272647005
558	0.327189249
559	0.3270785707
560	0.3269022303
561	0.3268127515
562	0.3267417391
563	0.3265642487
564	0.3264516763
565	0.3263490665
566	0.3262111265
567	0.3260536448
568	0.3259693013
569	0.3258702083
570	0.3258101353
571	0.3256847634
572	0.3255930536
573	0.3255132704
574	0.3254054611
575	0.3252977703
576	0.3251592894
577	0.3251023965
578	0.3249984759
579	0.3248395283
580	0.3247297049
581	0.3246191669
582	0.3245641073
583	0.3244786826
584	0.3243827196
585	0.3242961058
586	0.3242293421
587	0.3240640473
588	0.3239670573
589	0.323842351
590	0.3237136814
591	0.3235642101
592	0.3234656586
593	0.3233792421
594	0.3232887582
595	0.3232170967
596	0.3231583902
597	0.3230903423
598	0.3229216201
599	0.322841214
600	0.3227541031
601	0.3226520856
602	0.322573065
603	0.3224303817
604	0.3222849768
605	0.3222022983
606	0.322053455
607	0.3219907741
608	0.3218869794
609	0.3217865128
610	0.3217389024
611	0.3216048713
612	0.3215412356
613	0.3213910353
614	0.3213132739
615	0.3211602947
616	0.3210656191
617	0.3210067696
618	0.3209133009
619	0.3207574886
620	0.3206444022
621	0.3205562505
622	0.3204067755
623	0.3203083415
624	0.3201900941
625	0.3200973198
626	0.319947267
627	0.3198710577
628	0.319810023
629	0.3196735092
630	0.3195295114
631	0.3194705316
632	0.3193634563
633	0.3192598681
634	0.319176719
635	0.3190733434
636	0.3189211782
637	0.3188385264
638	0.3187543145
639	0.3185924571
640	0.3184426071
641	0.3183534811
642	0.3182362468
643	0.3181569414
644	0.3180766786
645	0.3179614332
646	0.3178472052
647	0.3177756839
648	0.3177165085
649	0.3176309955
650	0.3175015619
651	0.3174002806
652	0.3173336782
653	0.317210448
654	0.3171369821
655	0.3170330124
656	0.3169469002
657	0.3168621137
658	0.3167853093
659	0.3166500653
660	0.3165317448
661	0.3164413243
662	0.3163414229
663	0.3163041323
664	0.3161618517
665	0.3160725504
666	0.3160127434
667	0.3159269137
668	0.3158412237
669	0.3157613471
670	0.3156799192
671	0.3156055411
672	0.3154505687
673	0.3153447089
674	0.3152821582
675	0.3152230264
676	0.3150689763
677	0.3149850413
678	0.3148619209
679	0.3147144112
680	0.3146665165
681	0.3145825248
682	0.3144703971
683	0.3143121343
684	0.3142653815
685	0.3141860729
686	0.3140390041
687	0.3139339921
688	0.3138563528
689	0.3137511128
690	0.3136222268
691	0.313500103
692	0.3134487025
693	0.3133425198
694	0.3132961639
695	0.3132166234
696	0.3130970437
697	0.3130100374
698	0.3129343085
699	0.3128388928
700	0.3127473958
701	0.312641451
702	0.3125460489
703	0.3124652708
704	0.3123538169
705	0.3122956591
706	0.312190821
707	0.3121059866
708	0.3120251003
709	0.311876788
710	0.311715514
711	0.3116133832
712	0.3115641763
713	0.3113811893
714	0.3113067942
715	0.3112632576
716	0.3111802662
717	0.3110612528
718	0.3109783344
719	0.3108625689
720	0.3107501761
721	0.3107006602
722	0.310646238
723	0.3105722302
724	0.3104462842
725	0.310375152
726	0.3102485274
727	0.3101387994
728	0.3100847318
729	0.3100189596
730	0.3099426791
731	0.30986288
732	0.3097244073
733	0.309586505
734	0.3094799784
735	0.3094073397
736	0.3093178505
737	0.3092775344
738	0.3091793236
739	0.3091065461
740	0.3089297283
741	0.3088279335
742	0.3087094007
743	0.3085590839
744	0.308464581
745	0.3083649664
746	0.3082398102
747	0.3081344609
748	0.3079887922
749	0.3078704023
750	0.3077589482
751	0.3076481103
752	0.3075299708
753	0.3073628753
754	0.30728783
755	0.3072168444
756	0.3071799952
757	0.3070362539
758	0.3069365345
759	0.306866131
760	0.3067952062
761	0.306665356
762	0.3065957393
763	0.3064758687
764	0.3064036698
765	0.3063598915
766	0.3062897647
767	0.306222874
768	0.3061975334
769	0.306148334
770	0.3060028791
771	0.3059325711
772	0.3057628382
773	0.3056379513
774	0.3054550852
775	0.3053203073
776	0.3052386858
777	0.305061207
778	0.3049911762
779	0.3049627047
780	0.3048599439
781	0.3047716879
782	0.3047035125
783	0.3045687944
784	0.3045111418
785	0.3043935973
786	0.3042682575
787	0.3041376457
788	0.3039644373
789	0.3038870377
790	0.3038384042
791	0.3037884294
792	0.3036532565
793	0.3035574243
794	0.303430676
795	0.3033026997
796	0.3031593129
797	0.3030395895
798	0.3029121997
799	0.3028171159
800	0.3027451223
801	0.3025882679
802	0.3025213651
803	0.30246623
804	0.3024049857
805	0.3022967413
806	0.3021283103
807	0.3020630682
808	0.3019779792
809	0.301842806
810	0.3016845583
811	0.3015467141
812	0.3014646024
813	0.3013083622
814	0.3011675865
815	0.3010098444
816	0.3008508427
817	0.3007718445
818	0.3006490135
819	0.3005709901
820	0.3004313367
821	0.3003773833
822	0.3002441339
823	0.3001586067
824	0.3000496376
825	0.2999844005
826	0.2998914341
827	0.2997408906
828	0.2996140703
829	0.2995293466
830	0.2994019599
831	0.2992329562
832	0.2991829496
833	0.2991024887
834	0.2990347414
835	0.2989641985
836	0.298818157
837	0.2986938117
838	0.2986628104
839	0.2985908911
840	0.2985410118
841	0.2984310707
842	0.2983252403
843	0.2982063304
844	0.298092851
845	0.2979464011
846	0.2978725661
847	0.2977836813
848	0.2976617986
849	0.2975601001
850	0.2974288315
851	0.2973387771
852	0.2972130039
853	0.2971594696
854	0.2970276186
855	0.2970024136
856	0.2969127555
857	0.2968015722
858	0.2967518848
859	0.2966675888
860	0.2966211887
861	0.2965549665
862	0.2964971766
863	0.2963635723
864	0.2962562451
865	0.2962300052
866	0.2961410869
867	0.2960450607
868	0.2959567891
869	0.2958364703
870	0.295713971
871	0.2955947204
872	0.2954797085
873	0.2954063519
874	0.295334066
875	0.295249187
876	0.2951516715
877	0.2950381795
878	0.29489664
879	0.2947847889
880	0.2947207869
881	0.2945838637
882	0.2944252127
883	0.2943460633
884	0.2942730029
885	0.2942350235
886	0.2941309241
887	0.294105615
888	0.2940483723
889	0.2939356385
890	0.2938886763
891	0.2937930921
892	0.293684666
893	0.293645608
894	0.2935810296
895	0.2935340077
896	0.2934263229
897	0.2932749322
898	0.2931720839
899	0.2930395283
900	0.2929942897
901	0.2929209529
902	0.2928530493
903	0.2927400316
904	0.2926685466
905	0.2925408425
906	0.2924994848
907	0.2923684633
908	0.2922973441
909	0.2921926535
910	0.2920623878
911	0.2920227127
912	0.291878352
913	0.2917948402
914	0.291684896
915	0.2915636802
916	0.2914792014
917	0.2914174441
918	0.2913177066
919	0.2912759406
920	0.2912400398
921	0.2911295743
922	0.2910012695
923	0.2909595711
924	0.2908603509
925	0.2907982297
926	0.2907408961
927	0.2905703706
928	0.2905188836
929	0.2904850118
930	0.2904378333
931	0.2903576454
932	0.2902551128
933	0.2901282784
934	0.2900096682
935	0.2899653711
936	0.2898414484
937	0.2897255707
938	0.2896775673
939	0.2895600684
940	0.2895323376
941	0.2894673663
942	0.2894247642
943	0.2893221367
944	0.2893032222
945	0.2891660221
946	0.2890523978
947	0.2890057977
948	0.2889266006
949	0.2888806793
950	0.2887721004
951	0.2886589226
952	0.2885532693
953	0.288452277
954	0.2884092094
955	0.2883689807
956	0.2882995358
957	0.2881730034
958	0.2881287958
959	0.2880530682
960	0.2880094612
961	0.2879259749
962	0.2878774783
963	0.2877260146
964	0.2876291215
965	0.2875253833
966	0.2874030581
967	0.2872859526
968	0.2872506951
969	0.2871740902
970	0.2870523846
971	0.2869733898
972	0.2868937113
973	0.2868449819
974	0.2867876075
975	0.2866793047
976	0.286581174
977	0.2865123698
978	0.286411442
979	0.2863859551
980	0.2863030146
981	0.2862305587
982	0.2861350545
983	0.2860938243
984	0.2859770812
985	0.2859295864
986	0.2857766594
987	0.2856931106
988	0.2856568415
989	0.2855339303
990	0.2854481179
991	0.2853830514
992	0.2852127894
993	0.2851738826
994	0.2850879534
995	0.2850120312
996	0.28491795
997	0.2848429042
998	0.2847750237
999	0.2846598239
